contact_id,contact_type,contact_value,organization_name,organization_type,source_agent,source_url,address,suburb,state,postcode,services,verified_date,confidence_score,notes,risk_level,priority_score,geographic_region,category
gov_phone_37,phone,1800 040 070,Employers' Immigration Hotline,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/e#paginationControl,,,Federal,,"Use this number to check, as an employer, the work rights of potential employees.",2025-08-30T06:49:35.216125,0.9,"Federal government directory - Hours of Operation: Monday to Friday, 9am to 5pm",safe,0.0,Federal,Official Services
gov_phone_38,phone,1800 803 772,Environment Community Information,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/e#paginationControl,,,Federal,,For enquiries about the publications and services of the Department,2025-08-30T06:49:35.216145,0.9,Federal government directory - Hours of Operation: 9am to 4pm EST,safe,0.0,Federal,Official Services
gov_phone_44,phone,1800 900 090,Farm Support,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/f#paginationControl,,,Federal,,For general enquiries,2025-08-30T06:49:35.216267,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_45,phone,1300 363 992,Freedom of Information Enquiries Line,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/f#paginationControl,,,Federal,,The Office of the Australian Information Commissioner Enquiries Line covers FOI and Privacy enquiries,2025-08-30T06:49:35.216288,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_46,phone,1800 181 030,Gene Technology Regulator,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/g#paginationControl,,,Federal,,General enquiries,2025-08-30T06:49:35.216308,0.9,Federal government directory - Hours of Operation: Business hours,safe,0.0,Federal,Official Services
gov_phone_47,phone,1300 488 064,General Enquiries,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/g#paginationControl,,,Federal,,People with hearing or speech disability can use the National Relay Service to access the department`s phone numbers. Call 1300 555 727 (speak and listen) or go to the NRS website for other options.,2025-08-30T06:49:35.216329,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_48,phone,1800 838 372,General Enquiries,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/g#paginationControl,,,Federal,,General inquiries (calls from within Australia),2025-08-30T06:49:35.216349,0.9,Federal government directory - Hours of Operation: 8am to 5 pm Monday to Friday,safe,0.0,Federal,Official Services
gov_phone_49,phone,1300 488 064,General Enquiries,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/g#paginationControl,,,Federal,,People with hearing or speech disability can use the National Relay Service to access the department`s phone numbers. Call 1300 555 727 (speak and listen) or go to the NRS website for other options.,2025-08-30T06:49:35.216370,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_53,phone,1800 043 159,Health Care Complaints Commission,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/h#paginationControl,,,Federal,,Complaints may be made about anything to do with public or private health care services or a health care practitioner,2025-08-30T06:49:35.216453,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_54,phone,1800 500 983,Health Grants - GrantNet,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/h#paginationControl,,,Federal,,National Health and Medical Research Council grants information,2025-08-30T06:49:35.216474,0.9,Federal government directory - Hours of Operation: Business hours,safe,0.0,Federal,Official Services
gov_phone_56,phone,1300 656 419,Human Rights and Equal Opportunity Compl,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/h#paginationControl,,,Federal,,"The Commission investigates alleged infringements of human rights under the Human Rights and Equal Opportunity Commission Act 1986 and breaches of anti-discrimination law under the Age Discrimination Act 2004, Disability Discrimination Act 1992, Racial Discrimination Act 1975 and Sex Discrimination Act 1984. Complaints are handled on a confidential basis with an emphasis on conciliation.",2025-08-30T06:49:35.216515,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_58,phone,1800 671 811,Immunisation Hotline,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/i#paginationControl,,,Federal,,"o ATAGIo Australian Technical Advisory Group on Immunisationo Department of Health and Ageingo Health and Ageingo Immunisationo Immunise Australiao Immunisingo Inquirieso National Immunisation Committee (NIC) National Immunisation Program (NIP)o National Immunisation Program (NIP)o National Information Lineso Vaccinatingo Vaccinationo Vaccineo Vaccine preventableo Vaccine preventativeo Vaccine safetyAn Australian, State and Territory Government initiative, the Immunise Australia Program aims to increase national immunisation rates for vaccine preventable diseases. The Immunisation Hotline provides information on the National Immunisation Program and individual vaccines.",2025-08-30T06:49:35.216558,0.9,Federal government directory - Hours of Operation: Business Hours,safe,0.0,Federal,Official Services
gov_phone_60,phone,1800 641 792,Maritime Search and Rescue,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/m#paginationControl,,,Federal,,,2025-08-30T06:49:35.216599,0.9,Federal government directory - Hours of Operation: 24 hours,safe,0.0,Federal,Official Services
gov_phone_65,phone,1800 007 757,Medical Indemnity,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/m#paginationControl,,,Federal,,Information about medical indemnity insurance,2025-08-30T06:49:35.216700,0.9,Federal government directory - Hours of Operation: Business Hours,safe,0.0,Federal,Official Services
gov_phone_67,phone,1800 026 132,National Museum of Australia,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/n#paginationControl,,,Federal,,General Enquiries,2025-08-30T06:49:35.216740,0.9,Federal government directory - Hours of Operation: Business Hours,safe,0.0,Federal,Official Services
gov_phone_68,phone,1800 123 400,National Security Hotline,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/n#paginationControl,,,Federal,,Report activities relevant to national security.,2025-08-30T06:49:35.216760,0.9,Federal government directory - Hours of Operation: 24 hrs/day - 7 days/week,safe,0.0,Federal,Official Services
gov_phone_69,phone,1300 780 133,Nominal Rolls,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/n#paginationControl,,,Federal,,A Nominal Roll is a list of the names of veterans who have served in a particular conflict in which Australia has participated.,2025-08-30T06:49:35.216780,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_70,phone,1300 366 979,Notifying Work-Related Incidents,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/n#paginationControl,,,Federal,,Service for notifying work related incidents to Comcare.,2025-08-30T06:49:35.216801,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_71,phone,1800 838 372,Office of Australian War Graves,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/o#paginationControl,,,Federal,,Enquiries regarding war graves eligibility.,2025-08-30T06:49:35.216821,0.9,Federal government directory - Hours of Operation: 9am to 5.30pm Monday to Friday,safe,0.0,Federal,Official Services
gov_phone_72,phone,1800 641 792,Oil spills & marine pollution,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/o#paginationControl,,,Federal,,Reporting polluting ships,2025-08-30T06:49:35.216841,0.9,Federal government directory - Hours of Operation: 24 hours,safe,0.0,Federal,Official Services
gov_phone_73,phone,1800 011 046,Open Arms National,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/o#paginationControl,,,Federal,,Open Arms Veterans and Families Counselling,2025-08-30T06:49:35.216861,0.9,Federal government directory - Hours of Operation: 24 / 7,safe,0.0,Federal,Official Services
gov_phone_74,phone,1800 777 203,Organ Donor Registry,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/o#paginationControl,,,Federal,,Information about registering to become an organ donor,2025-08-30T06:49:35.216881,0.9,Federal government directory - Hours of Operation: Business Hours,safe,0.0,Federal,Official Services
gov_phone_76,phone,1300 364 785,Personal insolvency information,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/p#paginationControl,,,Federal,,Designed for people who may be finding their level of debt unmanageable and are contemplating bankruptcy.,2025-08-30T06:49:35.216921,0.9,Federal government directory - Hours of Operation: Monday to Friday 8:30 am to 8:00 pm (AEST and AEDT),safe,0.0,Federal,Official Services
gov_phone_77,phone,1300 007 777,Personal Property Securities Register,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/p#paginationControl,,,Federal,,The Personal Property Securities Register (PPSR) is a national online register that can provide information to help protect consumers when they are buying.,2025-08-30T06:49:35.216941,0.9,Federal government directory - Hours of Operation: Monday to Friday - 8:30 am to 8 pm (AEST),safe,0.0,Federal,Official Services
gov_phone_78,phone,1800 020 613,Pharmaceutical Benefits Scheme,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/p#paginationControl,,,Federal,,General information service,2025-08-30T06:49:35.216961,0.9,Federal government directory - Hours of Operation: Business Hours,safe,0.0,Federal,Official Services
gov_phone_79,phone,1800 552 580,Prescriber Information,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/p#paginationControl,,,Federal,,,2025-08-30T06:49:35.216981,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_80,phone,1300 363 992,Privacy Enquiries Line,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/p#paginationControl,,,Federal,,The Office of the Australian Information Commissioner Enquiries Line covers FOI and Privacy enquiries,2025-08-30T06:49:35.217002,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_81,phone,1800 022 333,Radiation Protection and Nuclear Safety,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/r#paginationControl,,,Federal,,General information service,2025-08-30T06:49:35.217022,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_82,phone,1300 341 665,Registered Organisations Commission,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/r#paginationControl,,,Federal,,We’re here to educate and support registered organisations in Australia ensure they comply with legislative requirements.,2025-08-30T06:49:35.217042,0.9,Federal government directory - Hours of Operation: 9.00am - 5.00pm Monday to Friday,safe,0.0,Federal,Official Services
gov_phone_83,phone,1800 550 457,Rehabilitation Appliances Program (RAP),government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/r#paginationControl,,,Federal,,"The Rehabilitation Appliances Program (RAP) Enquiry Line exists to enable ease of access to prescribers, suppliers, clients and internal staff to submit RAP related questions, accounts and requests.",2025-08-30T06:49:35.217064,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_84,phone,1800 300 288,Reserve Bank of Australia,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/r#paginationControl,,,Federal,,General enquiries,2025-08-30T06:49:35.217085,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_86,phone,1300 652 020,Royal Australian Mint,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/r#paginationControl,,,Federal,,,2025-08-30T06:49:35.217129,0.9,Federal government directory - Hours of Operation: 8.30am to 4.30pm,safe,0.0,Federal,Official Services
gov_phone_87,phone,1800 020 787,Rural Health National Information Line,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/r#paginationControl,,,Federal,,General Enquiries,2025-08-30T06:49:35.217150,0.9,Federal government directory - Hours of Operation: Business Hours,safe,0.0,Federal,Official Services
gov_phone_90,phone,1300 720 092,Self-help Publications,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/s#paginationControl,,,Federal,,"Order publications and forms, including individual tax return instructions and forms",2025-08-30T06:49:35.217212,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_92,phone,1800 004 599,Severe Acute Respiratory Syndrome (SARS),government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/s#paginationControl,,,Federal,,Information Hotline,2025-08-30T06:49:35.217252,0.9,Federal government directory - Hours of Operation: The operating hours 8.30 am - 5.00 pm Monday to Friday. After Hours - recorded message,safe,0.0,Federal,Official Services
gov_phone_94,phone,1800 020 653,Therapeutic Goods Administration,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/t#paginationControl,,,Federal,,Enquiries,2025-08-30T06:49:35.217293,0.9,Federal government directory - Hours of Operation: Business Hours,safe,0.0,Federal,Official Services
gov_phone_96,phone,1300 550 455,Transport Bookings,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/t#paginationControl,,,Federal,,This line allows veterans their representatives and health providers arrange taxi transport to medical appointments under the BCWD scheme.,2025-08-30T06:49:35.217333,0.9,Federal government directory - Hours of Operation: 8am to 5 pm Monday - Friday,safe,0.0,Federal,Official Services
gov_phone_97,phone,1800 838 372,Transport Claims,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/t#paginationControl,,,Federal,,This line allows veterans and the representatives to contact Transport staff members to make enquiries regarding the their travel reimbursement eligibility and to check on progress of claims previously lodged.,2025-08-30T06:49:35.217355,0.9,Federal government directory - Hours of Operation: 8am to 5 pm Monday - Friday,safe,0.0,Federal,Official Services
gov_phone_98,phone,1300 555 135,Travel Advice - Smartraveller,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/t#paginationControl,,,Federal,,"•   Travel advisories from the Department of Foreign Affairs and Trade we deliver a range ofconsular services for Australians travelling or living overseas. We deliver our servicesthrough Australian embassies, high commissions and consulates overseas.___________________________________________________________________________•   Smartraveller provides official overseas travel advice. Our travel advice aims to inform youof the risks and how to avoid or handle difficulties overseas. Ultimately, though, it’s adviceonly and the decision to travel is yours. It’s also your responsibility to take care of your safetyand wellbeing.___________________________________________________________________________•   If you, or someone you know, needs urgent help or you have significant welfare concerns,emergency consular assistance is available 24 hours a day by calling the ConsularEmergency Centre (CEC) in Canberra on:1300 555 135 (within Australia)+61 2 6261 3305 (from overseas)___________________________________________________________________________Please use link below to contact Smartraveller.https://www.smartraveller.gov.au/about-us/contact-us",2025-08-30T06:49:35.217375,0.9,Federal government directory - Hours of Operation: Emergency consular assistance is available 24 hours,safe,0.0,Federal,Official Services
gov_phone_99,phone,1300 555 135,Travel Health,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/t#paginationControl,,,Federal,,Providing advice on Travel Health.,2025-08-30T06:49:35.217395,0.9,Federal government directory - Hours of Operation: Business hours,safe,0.0,Federal,Official Services
gov_phone_100,phone,1800 020 008,Treasury (Contact),government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/t#paginationControl,,,Federal,,General Enquiries,2025-08-30T06:49:35.217415,0.9,Federal government directory - Hours of Operation: Business Hours,safe,0.0,Federal,Official Services
gov_phone_101,phone,1800 838 372,Treatment Card Inquiries,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/t#paginationControl,,,Federal,,Treatment Card Inquiries,2025-08-30T06:49:35.217435,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_102,phone,1800 838 372,Use of the word Anzac,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/u#paginationControl,,,Federal,,All enquiries around the use of the word Anzac.,2025-08-30T06:49:35.217455,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_103,phone,1800 552 580,VAPAC,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/v#paginationControl,,,Federal,,The Veterans' Affairs Pharmaceutical Approvals Centre,2025-08-30T06:49:35.217475,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_104,phone,1800 020 283,Veteran & Community Grants,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/v#paginationControl,,,Federal,,Information on the Veteran and Community Grants (V&CG) Program which  is to maintain and improve the independence and quality of life for members of the Australian veteran community by providing funding for projects that sustain or enhance health and wellbeing.,2025-08-30T06:49:35.217495,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_105,phone,1300 550 450,Veterans' Home Care Assessment,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/v#paginationControl,,,Federal,,Veterans' Home Care Assessment Agency,2025-08-30T06:49:35.217515,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_106,phone,1300 550 460,Veterans' Review Board,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/v#paginationControl,,,Federal,,,2025-08-30T06:49:35.217536,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_107,phone,1800 838 372,War Graves - Individual Commemorations,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/w#paginationControl,,,Federal,,"War Graves, individual commemorations",2025-08-30T06:49:35.217556,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_108,phone,1300 754 389,Weather Connect,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/w#paginationControl,,,Federal,,Weather Connect,2025-08-30T06:49:35.217576,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
nsw_gov_1_phone,phone,1800 019 998,Aboriginal Affairs,government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-affairs,Level 6 201 Coward Street Mascot NSW 2020,,NSW,,,2025-08-30T06:49:35.218288,0.85,NSW Government Directory - Postal: PO Box 207 Mascot NSW 1460,safe,0.0,NSW,Official Services
nsw_gov_1_email,email,enquiries@aboriginalaffairs.nsw.gov.au,Aboriginal Affairs,government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-affairs,Level 6 201 Coward Street Mascot NSW 2020,,NSW,,,2025-08-30T06:49:35.218288,0.85,NSW Government Directory - Postal: PO Box 207 Mascot NSW 1460,safe,0.0,NSW,Official Services
nsw_gov_2_phone,phone,1300 197 177,Aboriginal and Torres Strait Islander Health Practice Council of NSW,government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-and-torres-strait-islander-health-practice-council-of-nsw,,,NSW,,,2025-08-30T06:49:35.218322,0.85,NSW Government Directory - Postal: nan,safe,0.0,NSW,Official Services
nsw_gov_2_email,email,HPCA-ATSIHealthPracticeCouncil@health.nsw.gov.au,Aboriginal and Torres Strait Islander Health Practice Council of NSW,government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-and-torres-strait-islander-health-practice-council-of-nsw,,,NSW,,,2025-08-30T06:49:35.218322,0.85,NSW Government Directory - Postal: nan,safe,0.0,NSW,Official Services
nsw_gov_4_phone,phone,1800 727 555,Aboriginal Housing Office (Parramatta Head Office),government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-housing-office-parramatta-head-office,"4 Parramatta Square, 12 Darcy St Parramatta NSW 2150",,NSW,,,2025-08-30T06:49:35.218379,0.85,NSW Government Directory - Postal: PO Box W5 WestfieldParramatta NSW 2150,safe,0.0,NSW,Official Services
nsw_gov_4_email,email,AHOEnquiries@facs.nsw.gov.au,Aboriginal Housing Office (Parramatta Head Office),government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-housing-office-parramatta-head-office,"4 Parramatta Square, 12 Darcy St Parramatta NSW 2150",,NSW,,,2025-08-30T06:49:35.218379,0.85,NSW Government Directory - Postal: PO Box W5 WestfieldParramatta NSW 2150,safe,0.0,NSW,Official Services
nsw_gov_5_email,email,adminofficer@oralra.nsw.gov.au,"Aboriginal Land Rights Act 1983 (NSW), Office of the Registrar",government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-land-rights-act-1983-nsw-office-of-the-registrar,"Level 3, 2-10 Wentworth Street PARRAMATTA NSW 2124",,NSW,,,2025-08-30T06:49:35.218407,0.85,"NSW Government Directory - Postal: PO Box 787, Parramatta NSW 2124",safe,0.0,NSW,Official Services
nsw_gov_7_phone,phone,1800 628 221,"Ageing and Disability Commission, NSW",government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/nsw-ageing-and-disability-commission,"Level 6, 93 George St Parramatta NSW 2150",,NSW,,,2025-08-30T06:49:35.218457,0.85,NSW Government Directory - Postal: nan,safe,0.0,NSW,Official Services
nsw_gov_7_email,email,helpline@adc.nsw.gov.au,"Ageing and Disability Commission, NSW",government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/nsw-ageing-and-disability-commission,"Level 6, 93 George St Parramatta NSW 2150",,NSW,,,2025-08-30T06:49:35.218457,0.85,NSW Government Directory - Postal: nan,safe,0.0,NSW,Official Services
nsw_gov_8_email,email,aci-info@health.nsw.gov.au,"Agency for Clinical Innovation, NSW",government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/nsw-agency-for-clinical-innovation,1 Reserve Road St Leonards NSW 2065,,NSW,,,2025-08-30T06:49:35.218483,0.85,NSW Government Directory - Postal: Locked Bag 2030St Leonards NSW 1590,safe,0.0,NSW,Official Services
nsw_gov_9_email,email,agcommissioner@dpird.nsw.gov.au,"Agriculture Commissioner, NSW",government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/agriculture-commissioner-nsw,,,NSW,,,2025-08-30T06:49:35.218510,0.85,NSW Government Directory - Postal: nan,safe,0.0,NSW,Official Services
