contact_id,contact_type,contact_value,organization_name,organization_type,source_agent,source_url,address,suburb,state,postcode,services,verified_date,confidence_score,notes,risk_level,priority_score,geographic_region,category
gov_phone_18,phone,1300 130 248,Business-hours Non-profit organisations,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/b#paginationControl,,,Federal,,"8am-6pm, Mon-Fri (local time) except national public holidays",2025-08-30T17:19:34.885085,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_22,phone,1800 242 636,Carer Resource Centres,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/c#paginationControl,,,Federal,,Information and advice about services and assistance for carers,2025-08-30T17:19:34.885167,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_25,phone,1800 020 283,Commemorative Grants,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/c#paginationControl,,,Federal,,"Enquiries regarding Saluting Their Service Grants Program which aims to preserve Australia’s wartime heritage and to involve people throughout the nation in a range of projects and activities that highlight the service and sacrifice of Australia’s service personnel in wars, conflicts and peace operations.",2025-08-30T17:19:34.885233,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_26,phone,1800 838 372,Community Nursing,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/c#paginationControl,,,Federal,,Community Nursing,2025-08-30T17:19:34.885254,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_27,phone,1300 302 502,Competition and Consumer information - A,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/c#paginationControl,,,Federal,,Information line to explain rights and obligations to business and consumers,2025-08-30T17:19:34.885274,0.9,Federal government directory - Hours of Operation: 11am-3pm Monday to Friday,safe,0.0,Federal,Official Services
gov_phone_28,phone,1800 199 010,"Complaints, compliments and suggestions",government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/c#paginationControl,,,Federal,,"We welcome your feedback - complaints, compliments and suggestions - about the services we provide and your experience with the way we deliver those services. This feedback helps us improve the way we do things.Call from overseas: +61 2 6216 1111",2025-08-30T17:19:34.885294,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_30,phone,1300 555 135,Consular Emergency Centre,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/c#paginationControl,,,Federal,,"The Consular Emergency Centre (CEC) provides emergency consular services 24 hours a day, seven days a week, around the world.",2025-08-30T17:19:34.885334,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_31,phone,1800 330 066,Continence Helpline,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/c#paginationControl,,,Federal,,Assistance to improve continence treatment and management,2025-08-30T17:19:34.885354,0.9,Federal government directory - Hours of Operation: Business hours,safe,0.0,Federal,Official Services
gov_phone_32,phone,1300 552 662,Defence Service Home Insurance,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/d#paginationControl,,,Federal,,Comprehensive home building insurance cover tailored to the Defence community,2025-08-30T17:19:34.885374,0.9,Federal government directory - Hours of Operation: available 24/7 for emergency claim assistance,safe,0.0,Federal,Official Services
gov_phone_33,phone,1800 722 000,Defence Service Home Lending,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/d#paginationControl,,,Federal,,Housing loans to recognise the contribution of those who have served in the Australian Defence Force,2025-08-30T17:19:34.885394,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_34,phone,1300 366 448,Dementia Behaviour Advisory Service,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/d#paginationControl,,,Federal,,This is a national telephone service to assist carers who look after those with dementia.,2025-08-30T17:19:34.885414,0.9,Federal government directory - Hours of Operation: 24 Hours,safe,0.0,Federal,Official Services
gov_phone_35,phone,1800 100 500,Dementia Helpline,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/d#paginationControl,,,Federal,,The Dementia Helpline is a national support service staffed by trained and experienced advisors.,2025-08-30T17:19:34.885433,0.9,Federal government directory - Hours of Operation: 24 Hours,safe,0.0,Federal,Official Services
gov_phone_36,phone,1800 838 372,DVA Feedback,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/d#paginationControl,,,Federal,,DVA Feedback,2025-08-30T17:19:34.885453,0.9,Federal government directory - Hours of Operation: 8am to 5 pm Monday to Friday,safe,0.0,Federal,Official Services
gov_phone_37,phone,1800 040 070,Employers' Immigration Hotline,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/e#paginationControl,,,Federal,,"Use this number to check, as an employer, the work rights of potential employees.",2025-08-30T17:19:34.885473,0.9,"Federal government directory - Hours of Operation: Monday to Friday, 9am to 5pm",safe,0.0,Federal,Official Services
gov_phone_38,phone,1800 803 772,Environment Community Information,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/e#paginationControl,,,Federal,,For enquiries about the publications and services of the Department,2025-08-30T17:19:34.885493,0.9,Federal government directory - Hours of Operation: 9am to 4pm EST,safe,0.0,Federal,Official Services
gov_phone_44,phone,1800 900 090,Farm Support,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/f#paginationControl,,,Federal,,For general enquiries,2025-08-30T17:19:34.885622,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_45,phone,1300 363 992,Freedom of Information Enquiries Line,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/f#paginationControl,,,Federal,,The Office of the Australian Information Commissioner Enquiries Line covers FOI and Privacy enquiries,2025-08-30T17:19:34.885643,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_46,phone,1800 181 030,Gene Technology Regulator,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/g#paginationControl,,,Federal,,General enquiries,2025-08-30T17:19:34.885663,0.9,Federal government directory - Hours of Operation: Business hours,safe,0.0,Federal,Official Services
gov_phone_47,phone,1300 488 064,General Enquiries,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/g#paginationControl,,,Federal,,People with hearing or speech disability can use the National Relay Service to access the department`s phone numbers. Call 1300 555 727 (speak and listen) or go to the NRS website for other options.,2025-08-30T17:19:34.885684,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_48,phone,1800 838 372,General Enquiries,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/g#paginationControl,,,Federal,,General inquiries (calls from within Australia),2025-08-30T17:19:34.885705,0.9,Federal government directory - Hours of Operation: 8am to 5 pm Monday to Friday,safe,0.0,Federal,Official Services
gov_phone_49,phone,1300 488 064,General Enquiries,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/g#paginationControl,,,Federal,,People with hearing or speech disability can use the National Relay Service to access the department`s phone numbers. Call 1300 555 727 (speak and listen) or go to the NRS website for other options.,2025-08-30T17:19:34.885728,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_53,phone,1800 043 159,Health Care Complaints Commission,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/h#paginationControl,,,Federal,,Complaints may be made about anything to do with public or private health care services or a health care practitioner,2025-08-30T17:19:34.885816,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_54,phone,1800 500 983,Health Grants - GrantNet,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/h#paginationControl,,,Federal,,National Health and Medical Research Council grants information,2025-08-30T17:19:34.885837,0.9,Federal government directory - Hours of Operation: Business hours,safe,0.0,Federal,Official Services
gov_phone_56,phone,1300 656 419,Human Rights and Equal Opportunity Compl,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/h#paginationControl,,,Federal,,"The Commission investigates alleged infringements of human rights under the Human Rights and Equal Opportunity Commission Act 1986 and breaches of anti-discrimination law under the Age Discrimination Act 2004, Disability Discrimination Act 1992, Racial Discrimination Act 1975 and Sex Discrimination Act 1984. Complaints are handled on a confidential basis with an emphasis on conciliation.",2025-08-30T17:19:34.885879,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_58,phone,1800 671 811,Immunisation Hotline,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/i#paginationControl,,,Federal,,"o ATAGIo Australian Technical Advisory Group on Immunisationo Department of Health and Ageingo Health and Ageingo Immunisationo Immunise Australiao Immunisingo Inquirieso National Immunisation Committee (NIC) National Immunisation Program (NIP)o National Immunisation Program (NIP)o National Information Lineso Vaccinatingo Vaccinationo Vaccineo Vaccine preventableo Vaccine preventativeo Vaccine safetyAn Australian, State and Territory Government initiative, the Immunise Australia Program aims to increase national immunisation rates for vaccine preventable diseases. The Immunisation Hotline provides information on the National Immunisation Program and individual vaccines.",2025-08-30T17:19:34.885925,0.9,Federal government directory - Hours of Operation: Business Hours,safe,0.0,Federal,Official Services
gov_phone_60,phone,1800 641 792,Maritime Search and Rescue,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/m#paginationControl,,,Federal,,,2025-08-30T17:19:34.885965,0.9,Federal government directory - Hours of Operation: 24 hours,safe,0.0,Federal,Official Services
gov_phone_65,phone,1800 007 757,Medical Indemnity,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/m#paginationControl,,,Federal,,Information about medical indemnity insurance,2025-08-30T17:19:34.886068,0.9,Federal government directory - Hours of Operation: Business Hours,safe,0.0,Federal,Official Services
gov_phone_67,phone,1800 026 132,National Museum of Australia,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/n#paginationControl,,,Federal,,General Enquiries,2025-08-30T17:19:34.886108,0.9,Federal government directory - Hours of Operation: Business Hours,safe,0.0,Federal,Official Services
gov_phone_68,phone,1800 123 400,National Security Hotline,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/n#paginationControl,,,Federal,,Report activities relevant to national security.,2025-08-30T17:19:34.886135,0.9,Federal government directory - Hours of Operation: 24 hrs/day - 7 days/week,safe,0.0,Federal,Official Services
gov_phone_69,phone,1300 780 133,Nominal Rolls,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/n#paginationControl,,,Federal,,A Nominal Roll is a list of the names of veterans who have served in a particular conflict in which Australia has participated.,2025-08-30T17:19:34.886163,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_70,phone,1300 366 979,Notifying Work-Related Incidents,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/n#paginationControl,,,Federal,,Service for notifying work related incidents to Comcare.,2025-08-30T17:19:34.886205,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_71,phone,1800 838 372,Office of Australian War Graves,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/o#paginationControl,,,Federal,,Enquiries regarding war graves eligibility.,2025-08-30T17:19:34.886252,0.9,Federal government directory - Hours of Operation: 9am to 5.30pm Monday to Friday,safe,0.0,Federal,Official Services
gov_phone_72,phone,1800 641 792,Oil spills & marine pollution,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/o#paginationControl,,,Federal,,Reporting polluting ships,2025-08-30T17:19:34.886309,0.9,Federal government directory - Hours of Operation: 24 hours,safe,0.0,Federal,Official Services
gov_phone_73,phone,1800 011 046,Open Arms National,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/o#paginationControl,,,Federal,,Open Arms Veterans and Families Counselling,2025-08-30T17:19:34.886365,0.9,Federal government directory - Hours of Operation: 24 / 7,safe,0.0,Federal,Official Services
gov_phone_74,phone,1800 777 203,Organ Donor Registry,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/o#paginationControl,,,Federal,,Information about registering to become an organ donor,2025-08-30T17:19:34.886397,0.9,Federal government directory - Hours of Operation: Business Hours,safe,0.0,Federal,Official Services
gov_phone_76,phone,1300 364 785,Personal insolvency information,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/p#paginationControl,,,Federal,,Designed for people who may be finding their level of debt unmanageable and are contemplating bankruptcy.,2025-08-30T17:19:34.886449,0.9,Federal government directory - Hours of Operation: Monday to Friday 8:30 am to 8:00 pm (AEST and AEDT),safe,0.0,Federal,Official Services
gov_phone_77,phone,1300 007 777,Personal Property Securities Register,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/p#paginationControl,,,Federal,,The Personal Property Securities Register (PPSR) is a national online register that can provide information to help protect consumers when they are buying.,2025-08-30T17:19:34.886473,0.9,Federal government directory - Hours of Operation: Monday to Friday - 8:30 am to 8 pm (AEST),safe,0.0,Federal,Official Services
gov_phone_78,phone,1800 020 613,Pharmaceutical Benefits Scheme,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/p#paginationControl,,,Federal,,General information service,2025-08-30T17:19:34.886496,0.9,Federal government directory - Hours of Operation: Business Hours,safe,0.0,Federal,Official Services
gov_phone_79,phone,1800 552 580,Prescriber Information,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/p#paginationControl,,,Federal,,,2025-08-30T17:19:34.886524,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_80,phone,1300 363 992,Privacy Enquiries Line,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/p#paginationControl,,,Federal,,The Office of the Australian Information Commissioner Enquiries Line covers FOI and Privacy enquiries,2025-08-30T17:19:34.886547,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_81,phone,1800 022 333,Radiation Protection and Nuclear Safety,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/r#paginationControl,,,Federal,,General information service,2025-08-30T17:19:34.886569,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_82,phone,1300 341 665,Registered Organisations Commission,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/r#paginationControl,,,Federal,,We’re here to educate and support registered organisations in Australia ensure they comply with legislative requirements.,2025-08-30T17:19:34.886592,0.9,Federal government directory - Hours of Operation: 9.00am - 5.00pm Monday to Friday,safe,0.0,Federal,Official Services
gov_phone_83,phone,1800 550 457,Rehabilitation Appliances Program (RAP),government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/r#paginationControl,,,Federal,,"The Rehabilitation Appliances Program (RAP) Enquiry Line exists to enable ease of access to prescribers, suppliers, clients and internal staff to submit RAP related questions, accounts and requests.",2025-08-30T17:19:34.886698,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_84,phone,1800 300 288,Reserve Bank of Australia,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/r#paginationControl,,,Federal,,General enquiries,2025-08-30T17:19:34.886724,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_86,phone,1300 652 020,Royal Australian Mint,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/r#paginationControl,,,Federal,,,2025-08-30T17:19:34.886768,0.9,Federal government directory - Hours of Operation: 8.30am to 4.30pm,safe,0.0,Federal,Official Services
gov_phone_87,phone,1800 020 787,Rural Health National Information Line,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/r#paginationControl,,,Federal,,General Enquiries,2025-08-30T17:19:34.886790,0.9,Federal government directory - Hours of Operation: Business Hours,safe,0.0,Federal,Official Services
gov_phone_90,phone,1300 720 092,Self-help Publications,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/s#paginationControl,,,Federal,,"Order publications and forms, including individual tax return instructions and forms",2025-08-30T17:19:34.886861,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_92,phone,1800 004 599,Severe Acute Respiratory Syndrome (SARS),government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/s#paginationControl,,,Federal,,Information Hotline,2025-08-30T17:19:34.886905,0.9,Federal government directory - Hours of Operation: The operating hours 8.30 am - 5.00 pm Monday to Friday. After Hours - recorded message,safe,0.0,Federal,Official Services
gov_phone_94,phone,1800 020 653,Therapeutic Goods Administration,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/t#paginationControl,,,Federal,,Enquiries,2025-08-30T17:19:34.886951,0.9,Federal government directory - Hours of Operation: Business Hours,safe,0.0,Federal,Official Services
gov_phone_96,phone,1300 550 455,Transport Bookings,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/t#paginationControl,,,Federal,,This line allows veterans their representatives and health providers arrange taxi transport to medical appointments under the BCWD scheme.,2025-08-30T17:19:34.886994,0.9,Federal government directory - Hours of Operation: 8am to 5 pm Monday - Friday,safe,0.0,Federal,Official Services
gov_phone_97,phone,1800 838 372,Transport Claims,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/t#paginationControl,,,Federal,,This line allows veterans and the representatives to contact Transport staff members to make enquiries regarding the their travel reimbursement eligibility and to check on progress of claims previously lodged.,2025-08-30T17:19:34.887017,0.9,Federal government directory - Hours of Operation: 8am to 5 pm Monday - Friday,safe,0.0,Federal,Official Services
gov_phone_98,phone,1300 555 135,Travel Advice - Smartraveller,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/t#paginationControl,,,Federal,,"•   Travel advisories from the Department of Foreign Affairs and Trade we deliver a range ofconsular services for Australians travelling or living overseas. We deliver our servicesthrough Australian embassies, high commissions and consulates overseas.___________________________________________________________________________•   Smartraveller provides official overseas travel advice. Our travel advice aims to inform youof the risks and how to avoid or handle difficulties overseas. Ultimately, though, it’s adviceonly and the decision to travel is yours. It’s also your responsibility to take care of your safetyand wellbeing.___________________________________________________________________________•   If you, or someone you know, needs urgent help or you have significant welfare concerns,emergency consular assistance is available 24 hours a day by calling the ConsularEmergency Centre (CEC) in Canberra on:1300 555 135 (within Australia)+61 2 6261 3305 (from overseas)___________________________________________________________________________Please use link below to contact Smartraveller.https://www.smartraveller.gov.au/about-us/contact-us",2025-08-30T17:19:34.887039,0.9,Federal government directory - Hours of Operation: Emergency consular assistance is available 24 hours,safe,0.0,Federal,Official Services
gov_phone_99,phone,1300 555 135,Travel Health,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/t#paginationControl,,,Federal,,Providing advice on Travel Health.,2025-08-30T17:19:34.887060,0.9,Federal government directory - Hours of Operation: Business hours,safe,0.0,Federal,Official Services
gov_phone_100,phone,1800 020 008,Treasury (Contact),government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/t#paginationControl,,,Federal,,General Enquiries,2025-08-30T17:19:34.887088,0.9,Federal government directory - Hours of Operation: Business Hours,safe,0.0,Federal,Official Services
gov_phone_101,phone,1800 838 372,Treatment Card Inquiries,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/t#paginationControl,,,Federal,,Treatment Card Inquiries,2025-08-30T17:19:34.887122,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_102,phone,1800 838 372,Use of the word Anzac,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/u#paginationControl,,,Federal,,All enquiries around the use of the word Anzac.,2025-08-30T17:19:34.887144,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_103,phone,1800 552 580,VAPAC,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/v#paginationControl,,,Federal,,The Veterans' Affairs Pharmaceutical Approvals Centre,2025-08-30T17:19:34.887166,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_104,phone,1800 020 283,Veteran & Community Grants,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/v#paginationControl,,,Federal,,Information on the Veteran and Community Grants (V&CG) Program which  is to maintain and improve the independence and quality of life for members of the Australian veteran community by providing funding for projects that sustain or enhance health and wellbeing.,2025-08-30T17:19:34.887188,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_105,phone,1300 550 450,Veterans' Home Care Assessment,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/v#paginationControl,,,Federal,,Veterans' Home Care Assessment Agency,2025-08-30T17:19:34.887209,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_106,phone,1300 550 460,Veterans' Review Board,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/v#paginationControl,,,Federal,,,2025-08-30T17:19:34.887231,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_107,phone,1800 838 372,War Graves - Individual Commemorations,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/w#paginationControl,,,Federal,,"War Graves, individual commemorations",2025-08-30T17:19:34.887253,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
gov_phone_108,phone,1300 754 389,Weather Connect,government,government_services_scraper,https://www.directory.gov.au/enquiry-lines/w#paginationControl,,,Federal,,Weather Connect,2025-08-30T17:19:34.887274,0.9,Federal government directory - nan,safe,0.0,Federal,Official Services
nsw_gov_1_phone,phone,1800 019 998,Aboriginal Affairs,government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-affairs,Level 6 201 Coward Street Mascot NSW 2020,,NSW,,,2025-08-30T17:19:34.888039,0.85,NSW Government Directory - Postal: PO Box 207 Mascot NSW 1460,safe,0.0,NSW,Official Services
nsw_gov_1_email,email,enquiries@aboriginalaffairs.nsw.gov.au,Aboriginal Affairs,government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-affairs,Level 6 201 Coward Street Mascot NSW 2020,,NSW,,,2025-08-30T17:19:34.888039,0.85,NSW Government Directory - Postal: PO Box 207 Mascot NSW 1460,safe,0.0,NSW,Official Services
nsw_gov_2_phone,phone,1300 197 177,Aboriginal and Torres Strait Islander Health Practice Council of NSW,government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-and-torres-strait-islander-health-practice-council-of-nsw,,,NSW,,,2025-08-30T17:19:34.888076,0.85,NSW Government Directory - Postal: nan,safe,0.0,NSW,Official Services
nsw_gov_2_email,email,HPCA-ATSIHealthPracticeCouncil@health.nsw.gov.au,Aboriginal and Torres Strait Islander Health Practice Council of NSW,government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-and-torres-strait-islander-health-practice-council-of-nsw,,,NSW,,,2025-08-30T17:19:34.888076,0.85,NSW Government Directory - Postal: nan,safe,0.0,NSW,Official Services
nsw_gov_4_phone,phone,1800 727 555,Aboriginal Housing Office (Parramatta Head Office),government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-housing-office-parramatta-head-office,"4 Parramatta Square, 12 Darcy St Parramatta NSW 2150",,NSW,,,2025-08-30T17:19:34.888133,0.85,NSW Government Directory - Postal: PO Box W5 WestfieldParramatta NSW 2150,safe,0.0,NSW,Official Services
nsw_gov_4_email,email,AHOEnquiries@facs.nsw.gov.au,Aboriginal Housing Office (Parramatta Head Office),government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-housing-office-parramatta-head-office,"4 Parramatta Square, 12 Darcy St Parramatta NSW 2150",,NSW,,,2025-08-30T17:19:34.888133,0.85,NSW Government Directory - Postal: PO Box W5 WestfieldParramatta NSW 2150,safe,0.0,NSW,Official Services
nsw_gov_5_email,email,adminofficer@oralra.nsw.gov.au,"Aboriginal Land Rights Act 1983 (NSW), Office of the Registrar",government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/aboriginal-land-rights-act-1983-nsw-office-of-the-registrar,"Level 3, 2-10 Wentworth Street PARRAMATTA NSW 2124",,NSW,,,2025-08-30T17:19:34.888161,0.85,"NSW Government Directory - Postal: PO Box 787, Parramatta NSW 2124",safe,0.0,NSW,Official Services
nsw_gov_7_phone,phone,1800 628 221,"Ageing and Disability Commission, NSW",government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/nsw-ageing-and-disability-commission,"Level 6, 93 George St Parramatta NSW 2150",,NSW,,,2025-08-30T17:19:34.888212,0.85,NSW Government Directory - Postal: nan,safe,0.0,NSW,Official Services
nsw_gov_7_email,email,helpline@adc.nsw.gov.au,"Ageing and Disability Commission, NSW",government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/nsw-ageing-and-disability-commission,"Level 6, 93 George St Parramatta NSW 2150",,NSW,,,2025-08-30T17:19:34.888212,0.85,NSW Government Directory - Postal: nan,safe,0.0,NSW,Official Services
nsw_gov_8_email,email,aci-info@health.nsw.gov.au,"Agency for Clinical Innovation, NSW",government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/nsw-agency-for-clinical-innovation,1 Reserve Road St Leonards NSW 2065,,NSW,,,2025-08-30T17:19:34.888239,0.85,NSW Government Directory - Postal: Locked Bag 2030St Leonards NSW 1590,safe,0.0,NSW,Official Services
nsw_gov_9_email,email,agcommissioner@dpird.nsw.gov.au,"Agriculture Commissioner, NSW",government,nsw_correct_scraper,https://www.service.nsw.gov.au/nswgovdirectory/agriculture-commissioner-nsw,,,NSW,,,2025-08-30T17:19:34.888266,0.85,NSW Government Directory - Postal: nan,safe,0.0,NSW,Official Services
