contact_id,contact_type,contact_value,organization_name,organization_type,source_agent,source_url,address,suburb,state,postcode,services,verified_date,confidence_score,notes,risk_level,priority_score,geographic_region,category
nsw_hospital_34,phone,(02) 6369 0303,Orange Health Service,hospital,nsw_hospitals_scraper,https://www.health.nsw.gov.au/facilities/Pages/facility-details.aspx?fid=137,1681 Forest Road,Orange,NSW,2800,Emergency Department,2025-08-30T10:46:20.786426,0.9,Public hospital,safe,0.0,NSW,Healthcare
nsw_hospital_35,phone,(02) 6339 5200,Bathurst Hospital,hospital,nsw_hospitals_scraper,https://www.health.nsw.gov.au/facilities/Pages/facility-details.aspx?fid=83,Howick Street,Bathurst,NSW,2795,Emergency Department,2025-08-30T10:46:20.786442,0.9,Public hospital,safe,0.0,NSW,Healthcare
nsw_hospital_36,phone,(02) 5022 3333,Griffith Base Hospital,hospital,nsw_hospitals_scraper,https://www.health.nsw.gov.au/facilities/Pages/facility-details.aspx?fid=180,1 Noorebar Avenue,Griffith,NSW,2680,Emergency Department,2025-08-30T10:46:20.786459,0.9,Public hospital,safe,0.0,NSW,Healthcare
nsw_hospital_37,phone,(02) 6938 6000,Wagga Wagga Base Hospital,hospital,nsw_hospitals_scraper,https://www.health.nsw.gov.au/facilities/Pages/facility-details.aspx?fid=189,Docker Street,Wagga Wagga,NSW,2650,Emergency Department,2025-08-30T10:46:20.786475,0.9,Public hospital,safe,0.0,NSW,Healthcare
nsw_hospital_38,phone,(02) 6683 2280,Ballina District Hospital,hospital,nsw_hospitals_scraper,https://www.health.nsw.gov.au/facilities/Pages/facility-details.aspx?fid=202,88 Cherry Street,Ballina,NSW,2478,Emergency Department,2025-08-30T10:46:20.786491,0.9,Public hospital,safe,0.0,NSW,Healthcare
nsw_hospital_39,phone,(02) 6659 5000,Coffs Harbour Health Campus,hospital,nsw_hospitals_scraper,https://www.health.nsw.gov.au/facilities/Pages/facility-details.aspx?fid=204,345 Pacific Highway,Coffs Harbour,NSW,2450,Emergency Department,2025-08-30T10:46:20.786508,0.9,Public hospital,safe,0.0,NSW,Healthcare
nsw_hospital_40,phone,(02) 6656 7000,Grafton Base Hospital,hospital,nsw_hospitals_scraper,https://www.health.nsw.gov.au/facilities/Pages/facility-details.aspx?fid=205,Arthur Street,Grafton,NSW,2460,Emergency Department,2025-08-30T10:46:20.786524,0.9,Public hospital,safe,0.0,NSW,Healthcare
nsw_hospital_41,phone,(02) 6580 2000,Port Macquarie Base Hospital,hospital,nsw_hospitals_scraper,https://www.health.nsw.gov.au/facilities/Pages/facility-details.aspx?fid=207,2 Wrights Road,Port Macquarie,NSW,2444,Emergency Department,2025-08-30T10:46:20.786540,0.9,Public hospital,safe,0.0,NSW,Healthcare
nsw_hospital_42,phone,(02) 6542 2000,Muswellbrook Hospital,hospital,nsw_hospitals_scraper,https://www.health.nsw.gov.au/facilities/Pages/facility-details.aspx?fid=228,Brentwood Street,Muswellbrook,NSW,2333,Emergency Department,2025-08-30T10:46:20.786557,0.9,Public hospital,safe,0.0,NSW,Healthcare
nsw_hospital_43,phone,(02) 6540 2100,Armidale Hospital,hospital,nsw_hospitals_scraper,https://www.health.nsw.gov.au/facilities/Pages/facility-details.aspx?fid=208,Rusden Street,Armidale,NSW,2350,Emergency Department,2025-08-30T10:46:20.786573,0.9,Public hospital,safe,0.0,NSW,Healthcare
nsw_hospital_44,phone,(02) 6841 2222,Wellington Health Service,hospital,nsw_hospitals_scraper,https://www.health.nsw.gov.au/facilities/Pages/facility-details.aspx?fid=164,Maxwell Street,Wellington,NSW,2820,Emergency Department,2025-08-30T10:46:20.786589,0.9,Public hospital,safe,0.0,NSW,Healthcare
nsw_hospital_45,phone,(02) 6809 8600,Broken Hill Hospital,hospital,nsw_hospitals_scraper,https://www.health.nsw.gov.au/facilities/Pages/facility-details.aspx?fid=173,Thomas Street,Broken Hill,NSW,2880,Emergency Department,2025-08-30T10:46:20.786606,0.9,Public hospital,safe,0.0,NSW,Healthcare
nsw_hospital_46,phone,(02) 4363 1555,Wyong Hospital,hospital,nsw_hospitals_scraper,https://www.health.nsw.gov.au/facilities/Pages/facility-details.aspx?fid=235,Pacific Highway,Hamlyn Terrace,NSW,2259,Emergency Department,2025-08-30T10:46:20.786622,0.9,Public hospital,safe,0.0,NSW,Healthcare
nsw_hospital_47,phone,(02) 4394 8000,Long Jetty Healthcare Centre,hospital,nsw_hospitals_scraper,https://www.health.nsw.gov.au/facilities/Pages/facility-details.aspx?fid=318,Kitchener Road,Long Jetty,NSW,2261,Emergency Department,2025-08-30T10:46:20.786638,0.9,Public hospital,safe,0.0,NSW,Healthcare
nsw_hospital_48,phone,(02) 4923 2000,Kurri Kurri Hospital,hospital,nsw_hospitals_scraper,https://www.health.nsw.gov.au/facilities/Pages/facility-details.aspx?fid=226,427 Lang Street,Kurri Kurri,NSW,2327,Emergency Department,2025-08-30T10:46:20.786655,0.9,Public hospital,safe,0.0,NSW,Healthcare
nsw_hospital_49,phone,(02) 6772 5013,Gunnedah Hospital,hospital,nsw_hospitals_scraper,https://www.health.nsw.gov.au/facilities/Pages/facility-details.aspx?fid=212,Marquis Street,Gunnedah,NSW,2380,Emergency Department,2025-08-30T10:46:20.786671,0.9,Public hospital,safe,0.0,NSW,Healthcare
