contact_id,contact_type,contact_value,organization_name,organization_type,source_agent,source_url,address,suburb,state,postcode,services,verified_date,confidence_score,notes,risk_level,priority_score,geographic_region,category,hospital_name,hospital_type,phone,email,website,street_address,full_address,local_health_district,source,article_title,scam_type,threat_type,threat_value,date_reported,scam_tactics,impersonated_organizations,article_url,charity_name,abn,charity_purposes,registration_date,charity_size,service_name,phone_number,hours_of_operation,description
nsw_gov_13,email,DoEinfo@det.nsw.edu.au,Department of Education,government,nsw_enhanced_scraper,https://education.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691619,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_14,website,https://education.nsw.gov.au,Department of Education,government,nsw_enhanced_scraper,https://education.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691619,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_15,phone,1800 019 998,Aboriginal Affairs NSW,government,nsw_enhanced_scraper,https://www.aboriginalaffairs.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691622,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_16,email,enquiries@aboriginalaffairs.nsw.gov.au,Aboriginal Affairs NSW,government,nsw_enhanced_scraper,https://www.aboriginalaffairs.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691622,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_17,website,https://www.aboriginalaffairs.nsw.gov.au,Aboriginal Affairs NSW,government,nsw_enhanced_scraper,https://www.aboriginalaffairs.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691622,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_18,phone,1800 727 555,Aboriginal Housing Office,government,nsw_enhanced_scraper,https://www.aho.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691624,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_19,email,AHOEnquiries@facs.nsw.gov.au,Aboriginal Housing Office,government,nsw_enhanced_scraper,https://www.aho.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691624,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_20,website,https://www.aho.nsw.gov.au,Aboriginal Housing Office,government,nsw_enhanced_scraper,https://www.aho.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691624,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_21,phone,(02) 9689 4444,Aboriginal Land Council,government,nsw_enhanced_scraper,https://alc.org.au,,,NSW,,Government services,2025-08-30T14:41:20.691627,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_22,email,admin@alc.org.au,Aboriginal Land Council,government,nsw_enhanced_scraper,https://alc.org.au,,,NSW,,Government services,2025-08-30T14:41:20.691627,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_23,website,https://alc.org.au,Aboriginal Land Council,government,nsw_enhanced_scraper,https://alc.org.au,,,NSW,,Government services,2025-08-30T14:41:20.691627,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_24,phone,1800 269 133,NSW Ambulance,government,nsw_enhanced_scraper,https://www.ambulance.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691630,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_25,email,ambulance@health.nsw.gov.au,NSW Ambulance,government,nsw_enhanced_scraper,https://www.ambulance.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691630,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_26,website,https://www.ambulance.nsw.gov.au,NSW Ambulance,government,nsw_enhanced_scraper,https://www.ambulance.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691630,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_27,phone,1800 043 159,Health Care Complaints Commission,government,nsw_enhanced_scraper,https://www.hccc.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691633,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_28,email,hccc@hccc.nsw.gov.au,Health Care Complaints Commission,government,nsw_enhanced_scraper,https://www.hccc.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691633,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_29,website,https://www.hccc.nsw.gov.au,Health Care Complaints Commission,government,nsw_enhanced_scraper,https://www.hccc.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691633,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_30,phone,(02) 9859 5200,NSW Mental Health Commission,government,nsw_enhanced_scraper,https://www.nswmentalhealthcommission.com.au,,,NSW,,Government services,2025-08-30T14:41:20.691638,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_31,email,mhc@mhc.nsw.gov.au,NSW Mental Health Commission,government,nsw_enhanced_scraper,https://www.nswmentalhealthcommission.com.au,,,NSW,,Government services,2025-08-30T14:41:20.691638,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_32,website,https://www.nswmentalhealthcommission.com.au,NSW Mental Health Commission,government,nsw_enhanced_scraper,https://www.nswmentalhealthcommission.com.au,,,NSW,,Government services,2025-08-30T14:41:20.691638,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_33,phone,(02) 9269 5500,Clinical Excellence Commission,government,nsw_enhanced_scraper,https://www.cec.health.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691641,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_34,email,cec-info@health.nsw.gov.au,Clinical Excellence Commission,government,nsw_enhanced_scraper,https://www.cec.health.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691641,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_35,website,https://www.cec.health.nsw.gov.au,Clinical Excellence Commission,government,nsw_enhanced_scraper,https://www.cec.health.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691641,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_36,phone,(02) 9219 9400,Department of Communities and Justice,government,nsw_enhanced_scraper,https://www.dcj.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691644,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_37,email,dcj@dcj.nsw.gov.au,Department of Communities and Justice,government,nsw_enhanced_scraper,https://www.dcj.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691644,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_38,website,https://www.dcj.nsw.gov.au,Department of Communities and Justice,government,nsw_enhanced_scraper,https://www.dcj.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691644,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_39,phone,1300 888 529,Legal Aid NSW,government,nsw_enhanced_scraper,https://www.legalaid.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691666,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_40,email,legalhelp@legalaid.nsw.gov.au,Legal Aid NSW,government,nsw_enhanced_scraper,https://www.legalaid.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691666,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_41,website,https://www.legalaid.nsw.gov.au,Legal Aid NSW,government,nsw_enhanced_scraper,https://www.legalaid.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691666,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_42,phone,1800 451 524,NSW Ombudsman,government,nsw_enhanced_scraper,https://www.ombo.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691674,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_43,email,nswombo@ombo.nsw.gov.au,NSW Ombudsman,government,nsw_enhanced_scraper,https://www.ombo.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691674,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_44,website,https://www.ombo.nsw.gov.au,NSW Ombudsman,government,nsw_enhanced_scraper,https://www.ombo.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691674,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_45,phone,(02) 9268 5544,Anti-Discrimination NSW,government,nsw_enhanced_scraper,https://www.antidiscrimination.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691677,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_46,email,adbcontact@justice.nsw.gov.au,Anti-Discrimination NSW,government,nsw_enhanced_scraper,https://www.antidiscrimination.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691677,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_47,website,https://www.antidiscrimination.nsw.gov.au,Anti-Discrimination NSW,government,nsw_enhanced_scraper,https://www.antidiscrimination.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691677,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_48,phone,131 555,Environment Protection Authority,government,nsw_enhanced_scraper,https://www.epa.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691680,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_49,email,info@epa.nsw.gov.au,Environment Protection Authority,government,nsw_enhanced_scraper,https://www.epa.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691680,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_50,website,https://www.epa.nsw.gov.au,Environment Protection Authority,government,nsw_enhanced_scraper,https://www.epa.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691680,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_51,phone,1300 305 695,Department of Planning and Environment,government,nsw_enhanced_scraper,https://www.planning.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691683,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_52,email,information@planning.nsw.gov.au,Department of Planning and Environment,government,nsw_enhanced_scraper,https://www.planning.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691683,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_53,website,https://www.planning.nsw.gov.au,Department of Planning and Environment,government,nsw_enhanced_scraper,https://www.planning.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691683,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_54,phone,1300 361 967,National Parks and Wildlife Service,government,nsw_enhanced_scraper,https://www.nationalparks.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691686,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_55,email,info@environment.nsw.gov.au,National Parks and Wildlife Service,government,nsw_enhanced_scraper,https://www.nationalparks.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691686,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_56,website,https://www.nationalparks.nsw.gov.au,National Parks and Wildlife Service,government,nsw_enhanced_scraper,https://www.nationalparks.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691686,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_57,phone,13 20 92,Sydney Water,government,nsw_enhanced_scraper,https://www.sydneywater.com.au,,,NSW,,Government services,2025-08-30T14:41:20.691689,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_58,email,help@sydneywater.com.au,Sydney Water,government,nsw_enhanced_scraper,https://www.sydneywater.com.au,,,NSW,,Government services,2025-08-30T14:41:20.691689,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_59,website,https://www.sydneywater.com.au,Sydney Water,government,nsw_enhanced_scraper,https://www.sydneywater.com.au,,,NSW,,Government services,2025-08-30T14:41:20.691689,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_60,phone,(02) 4908 4800,Investment NSW,government,nsw_enhanced_scraper,https://www.investment.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691692,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_61,email,info@investment.nsw.gov.au,Investment NSW,government,nsw_enhanced_scraper,https://www.investment.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691692,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_62,website,https://www.investment.nsw.gov.au,Investment NSW,government,nsw_enhanced_scraper,https://www.investment.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691692,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_63,phone,13 32 20,NSW Fair Trading,government,nsw_enhanced_scraper,https://www.fairtrading.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691694,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_64,email,fairtrading@customerservice.nsw.gov.au,NSW Fair Trading,government,nsw_enhanced_scraper,https://www.fairtrading.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691694,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_65,website,https://www.fairtrading.nsw.gov.au,NSW Fair Trading,government,nsw_enhanced_scraper,https://www.fairtrading.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691694,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_66,phone,13 10 50,SafeWork NSW,government,nsw_enhanced_scraper,https://www.safework.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691698,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_67,email,contact@safework.nsw.gov.au,SafeWork NSW,government,nsw_enhanced_scraper,https://www.safework.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691698,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_68,website,https://www.safework.nsw.gov.au,SafeWork NSW,government,nsw_enhanced_scraper,https://www.safework.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691698,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_69,phone,1300 139 815,Revenue NSW,government,nsw_enhanced_scraper,https://www.revenue.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691700,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_70,email,revenue@revenue.nsw.gov.au,Revenue NSW,government,nsw_enhanced_scraper,https://www.revenue.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691700,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_71,website,https://www.revenue.nsw.gov.au,Revenue NSW,government,nsw_enhanced_scraper,https://www.revenue.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691700,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_72,phone,(02) 9265 2999,Fire and Rescue NSW,government,nsw_enhanced_scraper,https://www.fire.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691706,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_73,email,contact@fire.nsw.gov.au,Fire and Rescue NSW,government,nsw_enhanced_scraper,https://www.fire.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691706,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_74,website,https://www.fire.nsw.gov.au,Fire and Rescue NSW,government,nsw_enhanced_scraper,https://www.fire.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691706,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_75,phone,(02) 8741 5555,NSW Rural Fire Service,government,nsw_enhanced_scraper,https://www.rfs.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691708,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_76,email,customer.service@rfs.nsw.gov.au,NSW Rural Fire Service,government,nsw_enhanced_scraper,https://www.rfs.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691708,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_77,website,https://www.rfs.nsw.gov.au,NSW Rural Fire Service,government,nsw_enhanced_scraper,https://www.rfs.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691708,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_78,phone,132 500,NSW State Emergency Service,government,nsw_enhanced_scraper,https://www.ses.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691712,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_79,email,ses.communitysafety@ses.nsw.gov.au,NSW State Emergency Service,government,nsw_enhanced_scraper,https://www.ses.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691712,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_80,website,https://www.ses.nsw.gov.au,NSW State Emergency Service,government,nsw_enhanced_scraper,https://www.ses.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691712,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_81,phone,(02) 8071 4848,Marine Rescue NSW,government,nsw_enhanced_scraper,https://www.marinerescuensw.com.au,,,NSW,,Government services,2025-08-30T14:41:20.691715,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_82,email,info@marinerescuensw.com.au,Marine Rescue NSW,government,nsw_enhanced_scraper,https://www.marinerescuensw.com.au,,,NSW,,Government services,2025-08-30T14:41:20.691715,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_83,website,https://www.marinerescuensw.com.au,Marine Rescue NSW,government,nsw_enhanced_scraper,https://www.marinerescuensw.com.au,,,NSW,,Government services,2025-08-30T14:41:20.691715,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_84,phone,1800 422 322,Department of Communities and Justice - Housing,government,nsw_enhanced_scraper,https://www.facs.nsw.gov.au/housing,,,NSW,,Government services,2025-08-30T14:41:20.691718,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_85,email,housing@facs.nsw.gov.au,Department of Communities and Justice - Housing,government,nsw_enhanced_scraper,https://www.facs.nsw.gov.au/housing,,,NSW,,Government services,2025-08-30T14:41:20.691718,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_86,website,https://www.facs.nsw.gov.au/housing,Department of Communities and Justice - Housing,government,nsw_enhanced_scraper,https://www.facs.nsw.gov.au/housing,,,NSW,,Government services,2025-08-30T14:41:20.691718,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_87,phone,1800 330 940,NSW Land and Housing Corporation,government,nsw_enhanced_scraper,https://www.dpie.nsw.gov.au/lahc,,,NSW,,Government services,2025-08-30T14:41:20.691720,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_88,email,info@lahc.nsw.gov.au,NSW Land and Housing Corporation,government,nsw_enhanced_scraper,https://www.dpie.nsw.gov.au/lahc,,,NSW,,Government services,2025-08-30T14:41:20.691720,0.95,Official NSW Government email,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_89,website,https://www.dpie.nsw.gov.au/lahc,NSW Land and Housing Corporation,government,nsw_enhanced_scraper,https://www.dpie.nsw.gov.au/lahc,,,NSW,,Government services,2025-08-30T14:41:20.691720,0.95,Official NSW Government website,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
nsw_gov_90,phone,132 111,Community Services,government,nsw_enhanced_scraper,https://www.facs.nsw.gov.au,,,NSW,,Government services,2025-08-30T14:41:20.691723,0.95,Official NSW Government contact,safe,0.0,NSW,Official Services,,,,,,,,,,,,,,,,,,,,,,,,,,
